Date,Time,Voltage_V,CPU_Load_Pct,Temperature_C,Fan_RPM,Label
1.7.2026,52:38.2,0.731,33.2,56,7349,1
1.7.2026,15:44.8,0.709,100.0,61,7308,2
1.7.2026,52:32.1,0.672,53.5,48,7268,1
1.7.2026,51:51.9,1.018,23.0,66,7281,1
1.7.2026,58:18.8,0.754,39.8,56,4983,0
1.7.2026,16:50.7,0.73,100.0,63,7295,2
1.7.2026,21:27.0,0.777,100.0,66,7336,2
1.7.2026,07:12.3,0.668,15.4,47,4783,0
1.7.2026,02:47.6,0.834,20.6,53,4789,0
1.7.2026,13:04.6,0.879,100.0,84,7336,2
1.7.2026,27:28.0,0.696,35.2,54,4990,0
1.7.2026,19:10.5,0.829,33.5,61,4818,0
1.7.2026,15:38.7,0.721,100.0,62,7295,2
1.7.2026,17:42.9,0.745,100.0,65,7363,2
1.7.2026,16:40.8,0.724,100.0,63,7308,2
1.7.2026,55:14.8,0.663,47.6,50,7308,1
1.7.2026,04:47.9,0.884,15.2,54,4789,0
1.7.2026,08:44.5,0.659,36.1,55,4824,0
1.7.2026,56:39.2,0.957,49.0,62,7281,1
1.7.2026,18:02.3,0.903,35.0,53,4812,0
1.7.2026,22:31.1,0.712,20.8,51,4996,0
1.7.2026,16:42.0,0.815,21.7,49,4807,0
1.7.2026,50:15.5,0.984,60.2,66,7295,1
1.7.2026,13:42.6,0.744,100.0,77,7268,2
1.7.2026,06:00.0,0.891,11.4,50,4777,0
1.7.2026,14:17.5,0.762,22.7,53,4996,0
1.7.2026,26:23.7,0.832,41.4,70,4996,0
1.7.2026,20:06.7,0.862,39.5,68,4812,0
1.7.2026,51:35.9,0.666,38.3,54,7308,1
1.7.2026,17:18.2,0.752,29.7,53,4812,0
1.7.2026,52:31.8,0.832,99.8,83,4842,0
1.7.2026,58:15.7,0.996,44.7,64,7295,1
1.7.2026,11:47.1,0.798,28.5,52,4777,0
1.7.2026,00:51.3,0.871,12.0,52,4996,0
1.7.2026,13:56.6,0.74,100.0,73,7281,2
1.7.2026,53:36.4,0.689,47.9,51,7308,1
1.7.2026,28:10.1,0.744,34.5,54,4990,0
1.7.2026,50:35.6,0.996,51.7,67,7308,1
1.7.2026,05:38.0,0.669,8.7,51,4777,0
1.7.2026,09:22.7,0.676,14.1,50,4818,0
1.7.2026,04:11.8,0.822,15.0,54,4789,0
1.7.2026,46:34.3,0.956,32.9,56,7295,1
1.7.2026,08:54.6,0.827,34.9,50,4783,0
1.7.2026,52:01.7,0.739,22.3,55,4709,0
1.7.2026,11:12.5,0.934,100.0,100,7281,2
1.7.2026,22:45.1,0.662,16.2,51,4990,0
1.7.2026,57:47.6,0.888,56.6,59,7308,1
1.7.2026,59:25.9,0.855,66.4,65,7295,1
1.7.2026,44:51.9,0.914,39.3,60,7295,1
1.7.2026,10:30.8,0.707,30.9,52,4789,0
1.7.2026,02:33.5,0.798,17.7,54,4783,0
1.7.2026,17:44.2,0.742,16.6,52,4818,0
1.7.2026,02:49.6,0.888,12.5,54,4789,0
1.7.2026,54:04.0,0.704,34.4,63,5034,0
1.7.2026,41:39.0,0.989,43.1,71,4996,1
1.7.2026,53:38.5,0.666,44.6,50,7322,1
1.7.2026,23:41.3,0.939,16.6,54,4990,0
1.7.2026,18:52.9,0.742,100.0,70,7322,2
1.7.2026,59:45.1,0.827,20.8,55,5034,0
1.7.2026,16:52.0,0.891,16.3,51,4807,0
1.7.2026,29:48.3,0.779,26.8,58,4789,0
1.7.2026,59:06.1,0.745,92.0,61,7295,1
1.7.2026,12:52.6,0.859,100.0,86,7336,2
1.7.2026,54:16.6,0.674,50.0,53,7308,1
1.7.2026,13:35.4,0.662,13.5,52,4818,0
1.7.2026,30:10.3,0.886,41.5,62,4795,0
1.7.2026,45:05.9,1.001,52.2,68,7295,1
1.7.2026,01:05.2,0.828,23.6,65,5002,0
1.7.2026,18:50.9,0.767,100.0,68,7349,2
1.7.2026,25:05.5,0.677,22.1,52,4996,0
1.7.2026,01:35.3,0.664,13.4,49,4996,0
1.7.2026,53:02.3,0.671,30.3,48,7308,1
1.7.2026,06:12.1,0.886,24.1,50,4795,0
1.7.2026,56:52.5,0.718,29.4,58,5021,0
1.7.2026,51:37.9,0.747,37.8,52,7295,1
1.7.2026,49:37.2,0.671,29.1,50,7295,1
1.7.2026,15:17.1,0.711,100.0,62,7295,2
1.7.2026,55:08.2,0.881,32.3,62,5021,0
1.7.2026,11:27.0,0.829,25.6,55,4807,0
1.7.2026,04:13.8,0.874,19.1,60,4789,0
1.7.2026,28:52.1,0.779,26.4,57,5034,0
1.7.2026,40:26.7,0.996,60.8,68,5028,1
1.7.2026,52:19.7,0.73,74.0,64,4714,0
1.7.2026,06:30.1,0.865,11.7,49,4812,0
1.7.2026,21:36.9,0.805,48.2,70,4996,0
1.7.2026,41:16.9,0.661,39.5,52,5028,1
1.7.2026,02:07.4,1.001,30.7,62,4996,0
1.7.2026,57:30.6,0.658,17.3,54,4990,0
1.7.2026,18:14.9,0.781,100.0,67,7308,2
1.7.2026,01:49.3,0.709,11.6,49,4996,0
1.7.2026,59:55.1,0.831,34.4,60,5028,0
1.7.2026,54:10.5,0.67,52.7,55,7295,1
1.7.2026,10:24.8,0.862,19.5,52,4789,0
1.7.2026,12:58.6,0.877,100.0,84,7363,2
1.7.2026,17:53.0,0.767,100.0,67,7349,2
1.7.2026,21:20.9,0.718,56.1,62,4996,0
1.7.2026,53:30.4,0.671,36.1,48,7308,1
1.7.2026,22:47.1,0.865,18.9,51,4990,0
1.7.2026,16:26.8,0.702,100.0,61,7295,2
1.7.2026,18:17.0,0.774,100.0,66,7295,2
1.7.2026,20:46.8,0.787,44.1,66,4848,0
1.7.2026,19:15.0,0.772,100.0,68,7295,2
1.7.2026,46:14.3,0.67,33.7,49,7281,1
1.7.2026,10:10.8,0.967,25.4,62,4783,0
1.7.2026,58:03.6,0.736,43.3,56,7308,1
1.7.2026,59:52.1,0.664,41.8,55,7308,1
1.7.2026,24:17.4,0.868,65.8,68,5002,0
1.7.2026,14:47.6,0.771,29.4,52,4996,0
1.7.2026,21:51.0,0.828,29.6,56,4996,0
1.7.2026,27:23.9,0.706,21.9,53,5002,0
1.7.2026,19:28.9,0.78,100.0,70,7295,2
1.7.2026,27:21.9,0.701,31.5,56,4990,0
1.7.2026,59:48.0,1.001,54.7,68,7295,1
1.7.2026,55:53.0,0.659,46.0,54,7281,1
1.7.2026,40:42.7,0.691,35.5,57,5021,1
1.7.2026,20:50.9,0.715,100.0,66,7308,2
1.7.2026,03:15.7,0.984,30.7,56,4789,0
1.7.2026,13:27.3,1.016,15.1,60,4818,0
1.7.2026,49:07.0,0.704,49.0,53,7308,1
1.7.2026,17:10.1,0.805,36.1,61,4818,0
1.7.2026,25:27.5,0.917,14.4,56,4996,0
1.7.2026,10:32.8,0.867,30.3,50,4783,0
1.7.2026,19:46.6,0.949,15.2,61,4777,0
1.7.2026,16:36.7,0.739,100.0,62,7295,2
1.7.2026,12:16.7,0.88,100.0,92,7308,2
1.7.2026,51:58.0,0.98,44.3,65,7295,1
1.7.2026,20:19.1,0.762,100.0,68,7281,2
1.7.2026,17:24.1,0.726,38.7,59,4807,0
1.7.2026,54:28.7,0.963,50.8,71,7281,1
1.7.2026,50:41.6,0.675,40.9,52,7322,1
1.7.2026,01:41.3,0.664,11.8,50,4990,0
1.7.2026,12:49.2,0.786,40.1,58,4789,0
1.7.2026,22:23.1,0.788,22.4,52,4990,0
1.7.2026,21:21.0,0.749,100.0,66,7254,2
1.7.2026,45:15.9,0.889,39.8,63,7268,1
1.7.2026,49:23.1,0.661,36.6,51,7281,1
1.7.2026,02:31.5,0.797,36.3,55,4795,0
1.7.2026,04:21.8,0.874,23.4,54,4789,0
1.7.2026,10:34.8,0.897,25.2,51,4783,0
1.7.2026,14:14.6,0.731,100.0,71,7336,2
1.7.2026,00:47.2,0.877,13.7,55,4983,0
1.7.2026,18:46.4,0.912,20.1,59,4812,0
1.7.2026,27:05.9,0.737,19.0,57,4990,0
1.7.2026,12:36.6,0.829,100.0,91,7349,2
1.7.2026,55:44.3,1.001,50.2,72,5028,0
1.7.2026,25:37.6,0.732,20.0,54,4996,0
1.7.2026,51:05.6,0.824,20.4,51,4783,0
1.7.2026,10:18.8,0.853,14.5,52,4795,0
1.7.2026,43:27.6,0.667,34.7,49,7308,1
1.7.2026,02:23.5,0.876,27.0,52,4772,0
1.7.2026,15:50.9,0.707,100.0,62,7268,2
1.7.2026,59:53.1,0.749,14.3,58,5041,0
1.7.2026,03:37.7,0.674,17.7,53,4777,0
1.7.2026,13:22.6,0.803,100.0,80,7308,2
1.7.2026,05:44.0,0.936,11.1,55,4766,0
1.7.2026,00:05.1,0.962,15.8,56,5034,0
1.7.2026,59:11.0,0.727,19.5,58,5034,0
1.7.2026,51:13.7,0.984,54.9,73,7295,1
1.7.2026,46:18.3,0.661,44.5,50,7295,1
1.7.2026,17:32.1,0.921,15.6,54,4818,0
1.7.2026,13:43.4,1.017,38.5,68,4783,0
1.7.2026,11:21.0,0.772,48.6,51,4807,0
1.7.2026,04:55.9,0.88,15.3,52,4777,0
1.7.2026,00:09.2,0.823,21.5,62,5021,0
1.7.2026,23:47.3,0.832,42.3,61,5002,0
1.7.2026,59:23.0,0.959,13.7,56,5034,0
1.7.2026,04:51.9,0.832,32.1,52,4795,0
1.7.2026,41:04.8,0.679,38.5,52,5015,1
1.7.2026,49:21.1,0.659,53.3,54,7281,1
1.7.2026,01:25.3,0.789,12.1,51,4996,0
1.7.2026,22:01.0,0.763,47.0,62,4996,0
1.7.2026,15:51.8,0.959,19.3,54,4818,0
1.7.2026,05:15.9,0.752,21.8,52,4783,0
1.7.2026,19:39.0,0.776,100.0,68,7308,2
1.7.2026,24:25.4,0.902,24.0,56,4990,0
1.7.2026,44:13.7,0.919,37.5,59,7281,1
1.7.2026,51:09.7,0.991,37.6,59,7308,1
1.7.2026,22:09.0,0.772,25.5,56,4996,0
1.7.2026,00:06.1,0.664,57.2,56,7308,1
1.7.2026,18:12.3,0.922,71.6,66,4818,0
1.7.2026,08:38.5,0.661,37.3,51,4789,0
1.7.2026,15:59.8,0.749,15.8,49,4795,0
1.7.2026,19:52.6,0.799,33.8,54,4818,0
1.7.2026,57:06.5,0.747,17.0,60,4996,0
1.7.2026,56:42.5,0.652,20.5,61,5021,0
1.7.2026,20:26.8,0.872,37.8,58,4824,0
1.7.2026,17:08.1,0.661,23.2,52,4812,0
1.7.2026,57:16.6,0.782,17.2,61,4996,0
1.7.2026,11:45.1,0.881,25.9,54,4777,0
1.7.2026,13:02.6,0.864,100.0,83,7295,2
1.7.2026,56:18.4,0.813,34.2,68,5028,0
1.7.2026,19:26.6,0.874,33.1,65,4812,0
1.7.2026,00:07.2,0.757,18.9,54,5034,0
1.7.2026,11:35.0,0.965,39.6,61,4789,0
1.7.2026,58:43.8,0.856,75.2,66,7268,1
1.7.2026,20:59.1,0.747,100.0,65,7322,2
1.7.2026,55:34.9,0.834,80.2,62,7281,1
1.7.2026,03:27.7,0.687,16.5,52,4766,0
1.7.2026,58:26.8,0.964,42.2,64,5002,0
1.7.2026,10:52.9,0.663,14.2,50,4795,0
1.7.2026,47:46.6,0.699,31.0,49,7281,1
1.7.2026,15:55.8,0.994,24.4,54,4807,0
1.7.2026,11:40.5,0.846,100.0,92,7336,2
1.7.2026,55:34.3,1.001,27.5,63,5028,0
1.7.2026,08:22.5,0.924,40.6,62,4818,0
1.7.2026,18:22.4,0.657,35.9,56,4807,0
1.7.2026,02:13.4,0.667,18.9,52,4996,0
1.7.2026,22:11.0,0.741,28.5,55,5002,0
1.7.2026,14:04.6,0.766,100.0,72,7281,2
1.7.2026,39:32.5,0.716,29.4,56,5002,1
1.7.2026,27:19.9,0.789,28.4,59,4996,0
1.7.2026,51:31.6,0.749,13.0,57,4681,0
1.7.2026,21:22.9,0.749,48.6,58,4996,0
1.7.2026,17:06.8,0.735,100.0,62,7295,2
1.7.2026,58:21.7,0.819,47.3,61,7308,1
1.7.2026,14:18.6,0.76,100.0,71,7295,2
1.7.2026,10:06.8,0.954,28.3,57,4783,0
1.7.2026,12:55.3,0.874,34.5,59,4812,0
1.7.2026,18:06.3,0.748,23.8,55,4818,0
1.7.2026,28:30.1,0.791,42.2,64,4990,0
1.7.2026,06:36.2,0.749,40.6,53,4812,0
1.7.2026,25:23.5,0.813,25.4,54,5002,0
1.7.2026,57:40.6,0.917,45.1,64,4990,0
1.7.2026,24:47.5,0.874,30.0,58,4990,0
1.7.2026,45:11.9,1.001,48.0,67,7295,1
1.7.2026,45:56.2,0.761,40.5,51,7281,1
1.7.2026,42:27.2,0.663,24.1,49,4964,1
1.7.2026,46:46.4,0.737,38.1,48,7281,1
1.7.2026,00:28.3,1.016,51.7,58,7308,1
1.7.2026,21:03.0,0.749,100.0,65,7308,2
1.7.2026,10:48.9,0.844,15.7,51,4783,0
1.7.2026,23:35.3,0.741,13.0,51,4990,0
1.7.2026,52:56.3,0.678,42.6,48,7281,1
1.7.2026,53:34.4,0.854,34.1,57,7295,1
1.7.2026,00:18.3,0.844,55.6,61,7308,1
1.7.2026,21:37.0,0.762,100.0,64,7281,2
1.7.2026,48:16.8,0.67,27.0,49,7268,1
1.7.2026,52:27.7,0.736,71.7,70,4783,0
1.7.2026,38:56.3,0.98,27.2,67,4795,1
1.7.2026,00:11.2,0.996,39.1,57,5021,0
1.7.2026,41:10.8,0.93,51.0,64,5028,1
1.7.2026,54:24.0,0.654,14.6,57,4996,0
1.7.2026,56:05.1,0.67,39.6,55,7281,1
1.7.2026,51:43.9,0.685,24.9,54,7281,1
1.7.2026,14:54.6,0.716,100.0,65,7308,2
1.7.2026,54:36.1,0.757,14.5,58,4996,0
1.7.2026,39:54.5,0.932,30.4,66,5028,1
1.7.2026,07:40.4,0.995,46.4,69,4812,0
1.7.2026,21:25.0,0.747,100.0,65,7295,2
1.7.2026,48:26.8,0.849,42.4,66,7281,1
1.7.2026,58:25.7,1.001,47.9,73,7308,1
1.7.2026,26:19.7,0.831,25.3,66,4996,0
1.7.2026,28:24.1,0.697,12.6,51,4996,0
1.7.2026,59:15.9,0.854,54.0,65,7295,1
1.7.2026,16:22.7,0.709,100.0,63,7295,2
1.7.2026,14:06.6,0.744,100.0,73,7281,2
1.7.2026,16:56.8,0.732,100.0,62,7308,2
1.7.2026,58:51.8,0.984,48.6,63,7295,1
1.7.2026,14:51.6,0.789,14.8,50,4990,0
1.7.2026,53:25.9,0.878,28.9,63,5028,0
1.7.2026,50:27.5,0.661,46.6,51,7308,1
1.7.2026,52:12.0,0.666,16.5,48,7281,1
1.7.2026,43:47.6,0.881,22.5,47,7295,1
1.7.2026,46:16.3,1.001,27.0,64,7281,1
1.7.2026,07:08.3,0.689,11.5,48,4783,0
1.7.2026,20:47.0,0.734,100.0,66,7295,2
1.7.2026,07:58.4,0.984,25.5,67,4807,0
1.7.2026,21:16.9,0.829,43.5,61,5002,0
1.7.2026,45:42.1,0.809,50.1,51,7322,1
1.7.2026,54:30.7,0.879,35.4,58,7295,1
1.7.2026,21:35.0,0.729,100.0,66,7322,2
1.7.2026,24:09.3,0.864,47.6,65,4990,0
1.7.2026,52:20.1,0.821,25.2,52,7254,1
1.7.2026,26:09.6,0.758,22.5,67,4990,0
1.7.2026,53:56.5,0.663,24.1,51,7295,1
1.7.2026,27:30.0,0.789,20.3,52,4996,0
1.7.2026,01:27.3,0.661,13.9,52,4996,0
1.7.2026,26:51.8,0.775,58.0,57,5002,0
1.7.2026,04:35.9,0.799,8.8,51,4801,0
1.7.2026,38:40.2,0.684,31.0,53,4812,1
1.7.2026,28:18.1,0.801,14.3,52,4996,0
1.7.2026,53:12.4,0.667,29.4,48,7281,1
1.7.2026,25:41.6,0.867,21.2,54,5002,0
1.7.2026,42:51.3,0.661,28.6,51,5021,1
1.7.2026,01:23.3,0.706,23.0,52,4996,0
1.7.2026,58:34.8,0.65,36.3,62,4996,0
1.7.2026,15:53.8,0.829,34.7,53,4812,0
1.7.2026,14:52.6,0.713,100.0,64,7322,2
1.7.2026,21:15.0,0.761,100.0,65,7295,2
1.7.2026,46:22.3,0.662,23.7,50,7308,1
1.7.2026,57:59.6,0.709,59.9,56,7295,1
1.7.2026,54:42.7,0.664,29.6,51,7281,1
1.7.2026,59:27.9,0.831,84.2,62,7295,1
1.7.2026,25:57.6,0.658,26.4,54,4996,0
1.7.2026,55:58.4,0.961,18.8,61,5034,0
1.7.2026,30:00.3,0.682,21.3,48,4789,0
1.7.2026,00:12.2,0.989,63.1,73,7295,1
1.7.2026,00:30.3,1.001,37.2,62,7295,1
1.7.2026,00:45.2,0.862,18.6,56,5002,0
1.7.2026,14:11.4,1.001,13.9,56,4996,0
1.7.2026,14:35.5,0.857,24.5,58,4996,0
1.7.2026,16:16.9,0.714,100.0,61,7322,2
1.7.2026,56:57.3,0.667,44.2,54,7281,1
1.7.2026,10:16.8,0.894,18.8,52,4783,0
1.7.2026,09:40.7,0.72,12.7,49,4812,0
1.7.2026,41:29.0,0.66,28.1,53,4996,1
1.7.2026,14:29.5,0.911,20.3,54,4996,0
1.7.2026,14:30.6,0.766,100.0,68,7268,2
1.7.2026,43:21.5,0.766,34.6,51,7268,1
1.7.2026,44:03.6,1.001,18.1,59,7281,1
1.7.2026,50:51.6,0.991,60.7,66,7295,1
1.7.2026,16:03.9,0.66,17.0,54,4795,0
1.7.2026,43:33.6,0.712,21.7,48,7281,1
1.7.2026,57:43.6,0.972,55.5,71,7349,1
1.7.2026,56:36.4,0.908,15.4,63,5028,0
1.7.2026,15:27.7,0.843,34.1,59,4812,0
1.7.2026,30:26.4,0.79,23.8,54,4789,0
1.7.2026,00:35.2,0.696,11.6,53,5028,0
1.7.2026,16:42.8,0.704,100.0,62,7295,2
1.7.2026,24:05.3,0.82,26.2,59,5002,0
1.7.2026,12:03.1,0.921,24.6,52,4818,0
1.7.2026,11:02.9,0.753,24.5,52,4824,0
1.7.2026,28:58.2,0.827,17.7,53,5021,0
1.7.2026,03:39.7,0.661,13.3,52,4801,0
1.7.2026,12:28.7,0.871,100.0,92,7322,2
1.7.2026,44:21.7,0.971,25.1,62,7281,1
1.7.2026,00:08.1,0.657,42.1,55,7308,1
1.7.2026,15:28.7,0.712,100.0,63,7322,2
1.7.2026,49:19.1,0.861,41.4,54,7281,1
1.7.2026,26:13.7,0.745,39.5,57,4996,0
1.7.2026,52:23.7,0.819,82.2,83,4731,0
1.7.2026,16:03.1,0.723,100.0,61,7254,2
1.7.2026,45:07.9,0.918,70.5,70,7295,1
1.7.2026,39:56.6,0.661,43.3,51,5028,1
1.7.2026,20:49.0,0.739,100.0,66,7308,2
1.7.2026,18:01.9,0.767,100.0,67,7281,2
1.7.2026,11:25.0,0.843,25.8,51,4842,0
1.7.2026,55:16.8,1.007,43.0,73,7241,1
1.7.2026,50:19.5,0.719,45.5,56,7295,1
1.7.2026,53:54.5,0.996,28.1,56,7322,1
1.7.2026,24:29.4,0.654,59.6,57,4990,0
1.7.2026,30:28.4,0.687,16.3,49,4783,0
1.7.2026,07:32.4,1.001,43.2,65,4818,0
1.7.2026,49:47.3,0.751,48.9,52,7254,1
1.7.2026,00:17.2,0.999,24.5,62,5034,0
1.7.2026,16:21.9,0.754,13.5,48,4807,0
1.7.2026,19:06.8,0.781,100.0,70,7336,2
1.7.2026,03:01.6,0.786,13.2,51,4783,0
1.7.2026,41:43.0,0.854,23.1,52,4996,1
1.7.2026,58:54.9,0.878,12.6,59,5021,0
1.7.2026,09:28.7,0.828,14.6,49,4801,0
1.7.2026,08:26.5,0.944,41.1,62,4818,0
1.7.2026,47:18.5,0.666,28.6,47,7295,1
1.7.2026,57:58.7,0.7,34.5,57,4996,0
1.7.2026,52:28.1,0.699,16.4,48,7241,1
1.7.2026,15:07.7,0.946,13.1,62,5015,0
1.7.2026,59:21.9,1.0,57.2,72,7295,1
1.7.2026,59:11.9,0.803,73.8,62,7295,1
1.7.2026,52:44.2,1.001,36.7,59,7336,1
1.7.2026,52:57.8,0.877,36.8,62,4824,0
1.7.2026,12:09.1,0.821,16.7,51,4812,0
1.7.2026,00:02.1,0.916,32.3,56,7308,1
1.7.2026,39:36.5,0.808,19.7,51,4990,1
1.7.2026,10:50.9,0.662,16.7,51,4777,0
1.7.2026,59:46.0,0.66,32.9,53,7295,1
1.7.2026,03:11.7,0.879,28.7,56,4789,0
1.7.2026,57:39.5,0.664,58.1,55,7349,1
1.7.2026,07:56.4,0.785,19.2,52,4818,0
1.7.2026,58:09.6,0.659,39.2,54,7322,1
1.7.2026,51:23.8,0.694,27.2,54,7295,1
1.7.2026,20:40.9,0.762,100.0,67,7295,2
1.7.2026,11:08.5,0.946,100.0,98,7363,2
1.7.2026,15:33.7,0.902,19.5,56,4818,0
1.7.2026,45:36.1,0.664,19.3,50,7281,1
1.7.2026,18:56.9,0.761,100.0,70,7336,2
1.7.2026,57:27.5,0.772,94.2,61,7336,1
1.7.2026,19:22.8,0.767,100.0,71,7295,2
1.7.2026,26:31.7,0.85,32.0,62,4996,0
1.7.2026,54:58.1,0.83,12.9,57,5021,0
1.7.2026,46:58.4,0.667,17.5,48,7377,1
1.7.2026,14:39.6,0.714,14.5,51,4996,0
1.7.2026,25:19.5,0.671,34.7,58,5002,0
1.7.2026,15:57.8,0.854,12.6,54,4783,0
1.7.2026,08:30.5,0.705,20.2,55,4783,0
1.7.2026,44:29.7,0.671,20.5,46,7214,1
1.7.2026,28:32.1,0.747,37.2,51,4971,0
1.7.2026,08:12.5,0.678,15.2,51,4789,0
1.7.2026,53:43.9,0.827,35.9,65,5028,0
1.7.2026,59:31.9,1.0,52.8,71,7295,1
1.7.2026,46:48.4,0.889,38.8,68,7295,1
1.7.2026,59:17.9,0.773,86.2,61,7281,1
1.7.2026,03:45.7,0.833,27.8,52,4795,0
1.7.2026,38:44.2,0.894,35.5,62,4812,1
1.7.2026,14:28.6,0.726,100.0,68,7308,2
1.7.2026,53:49.9,0.822,34.2,68,5028,0
1.7.2026,14:00.6,0.753,100.0,74,7281,2
1.7.2026,13:31.4,1.034,15.8,56,4818,0
1.7.2026,16:56.0,0.753,23.5,50,4818,0
1.7.2026,02:03.4,0.795,23.6,52,4990,0
1.7.2026,51:13.6,0.892,7.4,51,4681,0
1.7.2026,38:36.2,0.978,41.1,59,4812,1
1.7.2026,50:47.6,0.804,31.2,52,7295,1
1.7.2026,24:23.4,0.772,29.9,55,4996,0
1.7.2026,13:20.6,0.827,100.0,80,7281,2
1.7.2026,56:30.4,0.756,30.3,61,5034,0
1.7.2026,48:56.9,0.672,52.7,53,7308,1
1.7.2026,06:08.1,0.714,15.0,49,4789,0
1.7.2026,07:26.4,0.923,50.8,61,4789,0
1.7.2026,25:55.6,0.987,32.0,64,4996,0
1.7.2026,56:09.1,0.962,35.7,56,7268,1
1.7.2026,00:37.2,0.676,12.3,52,4990,0
1.7.2026,28:40.1,0.741,20.1,50,4971,0
1.7.2026,53:55.9,1.007,50.8,73,5028,0
1.7.2026,51:39.9,0.671,38.0,51,7268,1
1.7.2026,17:52.2,0.89,44.0,58,4824,0
1.7.2026,25:15.5,0.931,43.7,70,4996,0
1.7.2026,17:46.9,0.772,100.0,66,7363,2
1.7.2026,26:03.6,0.87,21.9,66,4983,0
1.7.2026,14:58.6,0.715,100.0,64,7295,2
1.7.2026,19:04.9,0.771,100.0,70,7349,2
1.7.2026,27:54.0,0.732,35.5,56,4996,0
1.7.2026,30:40.4,0.668,12.6,47,4783,0
1.7.2026,40:48.7,0.734,50.7,54,5028,1
1.7.2026,41:57.1,0.67,22.4,51,4996,1
1.7.2026,13:00.6,0.789,100.0,83,7281,2
1.7.2026,01:59.4,0.661,26.3,52,4996,0
1.7.2026,43:17.5,0.672,31.8,51,7188,1
1.7.2026,05:50.0,0.716,14.7,49,4783,0
1.7.2026,18:56.4,0.67,15.0,52,4818,0
1.7.2026,38:32.2,1.001,41.1,64,4807,1
1.7.2026,19:20.9,0.79,100.0,71,7281,2
1.7.2026,18:52.4,0.922,21.4,64,4812,0
1.7.2026,40:30.6,0.666,42.1,54,5021,1
1.7.2026,02:41.6,0.781,24.3,54,4777,0
1.7.2026,45:24.0,0.701,27.8,51,7295,1
1.7.2026,56:56.5,0.89,17.6,55,5015,0
1.7.2026,22:33.1,0.777,19.5,52,4990,0
1.7.2026,24:03.3,0.956,30.0,61,4996,0
1.7.2026,49:17.1,0.689,47.8,55,7308,1
1.7.2026,53:53.9,0.964,30.9,68,5028,0
1.7.2026,15:12.6,0.703,100.0,64,7295,2
1.7.2026,20:07.0,0.719,100.0,66,7268,2
1.7.2026,12:22.6,0.887,100.0,87,7322,2
1.7.2026,06:20.1,0.674,10.1,49,4842,0
1.7.2026,17:02.1,0.836,22.0,60,4812,0
1.7.2026,28:22.1,0.662,15.8,51,4983,0
1.7.2026,12:31.2,0.662,12.4,53,4812,0
1.7.2026,18:40.8,0.761,100.0,70,7308,2
1.7.2026,52:49.8,0.831,33.4,69,4789,0
1.7.2026,45:46.1,0.665,33.1,50,7295,1
1.7.2026,56:59.3,0.761,52.0,55,7295,1
1.7.2026,55:20.8,1.001,50.6,75,7281,1
1.7.2026,12:33.2,0.664,13.3,50,4818,0
1.7.2026,40:40.7,0.755,51.6,62,5028,1
1.7.2026,50:17.5,0.847,45.2,56,7322,1
1.7.2026,13:41.4,0.851,22.6,55,4818,0
1.7.2026,58:24.8,0.704,29.8,63,4996,0
1.7.2026,54:48.1,0.909,18.3,61,4990,0
1.7.2026,29:52.3,0.828,28.6,51,4789,0
1.7.2026,46:02.2,0.678,41.2,50,7281,1
1.7.2026,47:24.6,0.999,22.4,49,7295,1
1.7.2026,56:50.5,0.934,20.8,57,5028,0
1.7.2026,25:43.6,0.661,23.0,52,4996,0
1.7.2026,10:44.8,0.944,18.0,50,4789,0
1.7.2026,15:08.6,0.736,100.0,64,7281,2
1.7.2026,20:56.9,0.732,100.0,65,7322,2
1.7.2026,51:37.7,0.975,19.6,58,4681,0
1.7.2026,05:11.9,0.774,13.6,53,4777,0
1.7.2026,50:37.6,0.974,41.7,62,7295,1
1.7.2026,00:33.2,0.777,15.4,57,4964,0
1.7.2026,00:00.1,0.746,56.9,56,7295,1
1.7.2026,05:21.9,0.899,14.8,54,4783,0
1.7.2026,57:17.4,0.954,58.2,74,7295,1
1.7.2026,24:37.4,0.79,33.0,60,4996,0
1.7.2026,13:25.3,0.846,15.2,58,4818,0
1.7.2026,52:03.7,0.909,23.4,55,4703,0
1.7.2026,29:06.2,0.662,17.1,57,5034,0
1.7.2026,15:11.7,0.882,23.9,49,5028,0
1.7.2026,16:19.4,0.707,100.0,61,7308,2
1.7.2026,50:23.5,0.665,45.7,51,7281,1
1.7.2026,42:45.3,0.991,25.1,55,5028,1
1.7.2026,58:10.8,0.999,20.1,59,4990,0
1.7.2026,18:12.9,0.742,100.0,68,7308,2
1.7.2026,17:18.7,0.732,100.0,63,7308,2
1.7.2026,53:50.5,0.942,50.1,58,7308,1
1.7.2026,01:57.4,0.662,18.1,51,5002,0
1.7.2026,09:46.8,0.701,15.3,48,4789,0
1.7.2026,41:47.1,0.969,25.4,63,4933,1
1.7.2026,14:27.5,0.829,18.6,56,4996,0
1.7.2026,26:15.7,0.704,36.4,57,4990,0
1.7.2026,56:01.0,0.73,40.4,55,7281,1
1.7.2026,02:27.5,0.869,28.5,56,4783,0
1.7.2026,12:05.1,0.897,19.5,51,4807,0
1.7.2026,55:56.4,0.908,23.8,63,5034,0
1.7.2026,57:45.5,0.829,68.4,62,7336,1
1.7.2026,03:05.6,0.754,12.6,54,4789,0
1.7.2026,53:47.9,0.917,32.9,66,5034,0
1.7.2026,52:42.2,0.676,40.4,49,7214,1
